"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"7:12:28.0517764 PM","svchost.exe","2128","ReadFile","C:\Windows\System32\StateRepository.Core.dll","SUCCESS","Offset: 690,688, Length: 15,872, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"7:12:28.0523924 PM","svchost.exe","2128","ReadFile","C:\Windows\System32\StateRepository.Core.dll","SUCCESS","Offset: 678,400, Length: 12,288, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"7:12:28.0531440 PM","svchost.exe","2128","ReadFile","C:\Windows\System32\StateRepository.Core.dll","SUCCESS","Offset: 635,904, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"7:12:28.0538910 PM","svchost.exe","2128","ReadFile","C:\Windows\System32\Windows.StateRepository.dll","SUCCESS","Offset: 5,473,280, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"7:12:28.0544039 PM","Procmon64.exe","1132","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\d6dc3afb-1bc9-11f1-81dc-000c2970d9af","NAME NOT FOUND","Length: 528"
"7:12:28.0545198 PM","Procmon64.exe","1132","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\9e814aad-3204-11d2-9a82-006008a86939","SUCCESS","Type: REG_BINARY, Length: 184, Data: 01 00 04 80 14 00 00 00 24 00 00 00 00 00 00 00"
"7:12:28.0545846 PM","svchost.exe","2128","LockFile","C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-shm","SUCCESS","Exclusive: False, Offset: 123, Length: 1, Fail Immediately: True"
"7:12:28.0546387 PM","svchost.exe","2128","QueryStandardInformationFile","C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd","SUCCESS","AllocationSize: 3,145,728, EndOfFile: 3,145,728, NumberOfLinks: 1, DeletePending: False, Directory: False"
"7:12:28.0547066 PM","svchost.exe","2128","UnlockFileSingle","C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-shm","SUCCESS","Offset: 123, Length: 1"
"7:12:28.0553621 PM","svchost.exe","2128","LockFile","C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-shm","SUCCESS","Exclusive: False, Offset: 123, Length: 1, Fail Immediately: True"
"7:12:28.0553759 PM","svchost.exe","2128","QueryStandardInformationFile","C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd","SUCCESS","AllocationSize: 3,145,728, EndOfFile: 3,145,728, NumberOfLinks: 1, DeletePending: False, Directory: False"
"7:12:28.0553981 PM","svchost.exe","2128","UnlockFileSingle","C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-shm","SUCCESS","Offset: 123, Length: 1"
"7:12:28.0554164 PM","System","4","Thread Create","","SUCCESS","Thread ID: 6608"
"7:12:28.0564432 PM","svchost.exe","2772","ReadFile","C:\Windows\System32\winsqlite3.dll","SUCCESS","Offset: 864,256, Length: 15,872, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"7:12:28.0571548 PM","svchost.exe","2772","ReadFile","C:\Windows\System32\winsqlite3.dll","SUCCESS","Offset: 799,232, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"7:12:28.0575671 PM","svchost.exe","2772","ReadFile","C:\Windows\System32\winsqlite3.dll","SUCCESS","Offset: 851,968, Length: 12,288, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"7:12:28.0578287 PM","Explorer.EXE","4184","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"7:12:28.0578930 PM","Explorer.EXE","4184","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"7:12:28.0579221 PM","Explorer.EXE","4184","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"7:12:28.0579386 PM","Explorer.EXE","4184","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"7:12:28.0580199 PM","svchost.exe","2772","ReadFile","C:\Windows\System32\cdp.dll","SUCCESS","Offset: 4,232,704, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"7:12:28.0581263 PM","Explorer.EXE","4184","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0581396 PM","Explorer.EXE","4184","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer","SUCCESS","Desired Access: Query Value"
"7:12:28.0581670 PM","Explorer.EXE","4184","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\GlobalAssocChangedCounter","SUCCESS","Type: REG_DWORD, Length: 4, Data: 2"
"7:12:28.0581804 PM","Explorer.EXE","4184","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer","SUCCESS",""
"7:12:28.0581922 PM","Explorer.EXE","4184","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0581991 PM","Explorer.EXE","4184","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer","SUCCESS","Desired Access: Query Value"
"7:12:28.0582136 PM","Explorer.EXE","4184","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\GlobalAssocChangedCounter","SUCCESS","Type: REG_DWORD, Length: 4, Data: 6"
"7:12:28.0582284 PM","Explorer.EXE","4184","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer","SUCCESS",""
"7:12:28.0582795 PM","Explorer.EXE","4184","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"7:12:28.0582932 PM","Explorer.EXE","4184","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0582990 PM","Explorer.EXE","4184","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0583065 PM","Explorer.EXE","4184","RegOpenKey","HKCU\Software\Classes\CLSID\{2155FEE3-2419-4373-B102-6843707EB41F}","NAME NOT FOUND","Desired Access: Read"
"7:12:28.0583266 PM","Explorer.EXE","4184","RegOpenKey","HKCR\CLSID\{2155FEE3-2419-4373-B102-6843707EB41F}","SUCCESS","Desired Access: Read"
"7:12:28.0583458 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}","SUCCESS","Query: Name"
"7:12:28.0583523 PM","Explorer.EXE","4184","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"7:12:28.0583551 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0583679 PM","Explorer.EXE","4184","RegOpenKey","HKCU\Software\Classes\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"7:12:28.0583697 PM","Explorer.EXE","4184","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"7:12:28.0583769 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0583838 PM","Explorer.EXE","4184","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"7:12:28.0583864 PM","Explorer.EXE","4184","RegOpenKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\TreatAs","NAME NOT FOUND","Desired Access: Query Value"
"7:12:28.0583987 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}","SUCCESS","Query: Name"
"7:12:28.0583990 PM","Explorer.EXE","4184","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"7:12:28.0584147 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}","SUCCESS","Query: Name"
"7:12:28.0584222 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0584357 PM","Explorer.EXE","4184","RegOpenKey","HKCU\Software\Classes\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:12:28.0584451 PM","Explorer.EXE","4184","RegQueryValue","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\ActivateOnHostFlags","NAME NOT FOUND","Length: 16"
"7:12:28.0584535 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}","SUCCESS","Query: Name"
"7:12:28.0585503 PM","svchost.exe","2772","ReadFile","C:\Windows\System32\cdp.dll","SUCCESS","Offset: 4,216,320, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"7:12:28.0586013 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0586316 PM","Explorer.EXE","4184","RegOpenKey","HKCU\Software\Classes\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:12:28.0586453 PM","Explorer.EXE","4184","RegQueryValue","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\(Default)","BUFFER OVERFLOW","Length: 12"
"7:12:28.0586549 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}","SUCCESS","Query: Name"
"7:12:28.0586643 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0586734 PM","Explorer.EXE","4184","RegOpenKey","HKCU\Software\Classes\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:12:28.0586806 PM","Explorer.EXE","4184","RegQueryValue","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\(Default)","SUCCESS","Type: REG_SZ, Length: 42, Data: CLSID_LocalIconCache"
"7:12:28.0586891 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}","SUCCESS","Query: Name"
"7:12:28.0587005 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0587137 PM","Explorer.EXE","4184","RegOpenKey","HKCU\Software\Classes\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\InprocServer32","NAME NOT FOUND","Desired Access: Read"
"7:12:28.0587217 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0587288 PM","Explorer.EXE","4184","RegOpenKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\InprocServer32","SUCCESS","Desired Access: Read"
"7:12:28.0587434 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\InProcServer32","SUCCESS","Query: Name"
"7:12:28.0587500 PM","Explorer.EXE","4184","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"7:12:28.0587522 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0587614 PM","Explorer.EXE","4184","RegOpenKey","HKCU\Software\Classes\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:12:28.0587668 PM","Explorer.EXE","4184","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"7:12:28.0587697 PM","Explorer.EXE","4184","RegQueryValue","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\InProcServer32\InprocServer32","NAME NOT FOUND","Length: 12"
"7:12:28.0587768 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\InProcServer32","SUCCESS","Query: Name"
"7:12:28.0587807 PM","Explorer.EXE","4184","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"7:12:28.0587851 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0587935 PM","Explorer.EXE","4184","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"7:12:28.0587939 PM","Explorer.EXE","4184","RegOpenKey","HKCU\Software\Classes\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:12:28.0588022 PM","Explorer.EXE","4184","RegQueryValue","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\InProcServer32\(Default)","BUFFER OVERFLOW","Length: 12"
"7:12:28.0588103 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\InProcServer32","SUCCESS","Query: Name"
"7:12:28.0588177 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0588253 PM","Explorer.EXE","4184","RegOpenKey","HKCU\Software\Classes\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:12:28.0588323 PM","Explorer.EXE","4184","RegQueryValue","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\InProcServer32\(Default)","SUCCESS","Type: REG_SZ, Length: 70, Data: C:\Windows\System32\thumbcache.dll"
"7:12:28.0588778 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\InProcServer32","SUCCESS","Query: Name"
"7:12:28.0588891 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\InProcServer32","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0588997 PM","Explorer.EXE","4184","RegOpenKey","HKCU\Software\Classes\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\InProcServer32","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:12:28.0589094 PM","Explorer.EXE","4184","RegQueryValue","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\InProcServer32\ThreadingModel","SUCCESS","Type: REG_SZ, Length: 10, Data: Both"
"7:12:28.0589246 PM","Explorer.EXE","4184","RegCloseKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\InProcServer32","SUCCESS",""
"7:12:28.0589326 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}","SUCCESS","Query: Name"
"7:12:28.0589415 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0589561 PM","Explorer.EXE","4184","RegOpenKey","HKCU\Software\Classes\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\InprocHandler32","NAME NOT FOUND","Desired Access: Query Value"
"7:12:28.0589641 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0589706 PM","Explorer.EXE","4184","RegOpenKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\InprocHandler32","NAME NOT FOUND","Desired Access: Query Value"
"7:12:28.0589778 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}","SUCCESS","Query: Name"
"7:12:28.0590533 PM","svchost.exe","2772","ReadFile","C:\Windows\System32\cdp.dll","SUCCESS","Offset: 4,642,304, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"7:12:28.0591050 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0591195 PM","Explorer.EXE","4184","RegOpenKey","HKCU\Software\Classes\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\InprocHandler","NAME NOT FOUND","Desired Access: Query Value"
"7:12:28.0591296 PM","Explorer.EXE","4184","RegQueryKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0591370 PM","Explorer.EXE","4184","RegOpenKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}\InprocHandler","NAME NOT FOUND","Desired Access: Query Value"
"7:12:28.0591490 PM","Explorer.EXE","4184","RegCloseKey","HKCR\CLSID\{2155fee3-2419-4373-b102-6843707eb41f}","SUCCESS",""
"7:12:28.0592001 PM","Explorer.EXE","4184","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0592078 PM","Explorer.EXE","4184","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\ThumbnailCache","NAME NOT FOUND","Desired Access: Query Value"
"7:12:28.0593738 PM","Explorer.EXE","4184","CreateFile","C:\Users\12220186","NAME COLLISION","Desired Access: Read Data/List Directory, Synchronize, Disposition: Create, Options: Directory, Synchronous IO Non-Alert, Open Reparse Point, Attributes: N, ShareMode: Read, Write, AllocationSize: 0"
"7:12:28.0595231 PM","Explorer.EXE","4184","QueryOpen","C:\Users\12220186","FAST IO DISALLOWED",""
"7:12:28.0595308 PM","svchost.exe","2772","LockFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True"
"7:12:28.0595738 PM","Explorer.EXE","4184","CreateFile","C:\Users\12220186","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:12:28.0595989 PM","Explorer.EXE","4184","QueryBasicInformationFile","C:\Users\12220186","SUCCESS","CreationTime: 3/9/2026 3:54:39 PM, LastAccessTime: 3/9/2026 7:12:26 PM, LastWriteTime: 3/9/2026 6:43:25 PM, ChangeTime: 3/9/2026 6:43:25 PM, FileAttributes: D"
"7:12:28.0596083 PM","Explorer.EXE","4184","CloseFile","C:\Users\12220186","SUCCESS",""
"7:12:28.0596233 PM","Explorer.EXE","4184","IRP_MJ_CLOSE","C:\Users\12220186","SUCCESS",""
"7:12:28.0596335 PM","svchost.exe","2772","UnlockFileSingle","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Offset: 124, Length: 1"
"7:12:28.0596903 PM","Explorer.EXE","4184","CreateFile","C:\Users\12220186\AppData\Local","NAME COLLISION","Desired Access: Read Data/List Directory, Synchronize, Disposition: Create, Options: Directory, Synchronous IO Non-Alert, Open Reparse Point, Attributes: N, ShareMode: Read, Write, AllocationSize: 0"
"7:12:28.0597019 PM","svchost.exe","2772","LockFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True"
"7:12:28.0597098 PM","svchost.exe","2772","LockFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Exclusive: True, Offset: 120, Length: 1, Fail Immediately: True"
"7:12:28.0597486 PM","Explorer.EXE","4184","QueryOpen","C:\Users\12220186\AppData\Local","FAST IO DISALLOWED",""
"7:12:28.0597595 PM","svchost.exe","2772","WriteFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-wal","SUCCESS","Offset: 2,739,832, Length: 24"
"7:12:28.0597780 PM","svchost.exe","2772","WriteFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-wal","SUCCESS","Offset: 2,739,856, Length: 4,096"
"7:12:28.0597830 PM","Explorer.EXE","4184","CreateFile","C:\Users\12220186\AppData\Local","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:12:28.0597904 PM","svchost.exe","2772","WriteFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-wal","SUCCESS","Offset: 2,743,952, Length: 24"
"7:12:28.0597974 PM","svchost.exe","2772","WriteFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-wal","SUCCESS","Offset: 2,743,976, Length: 4,096"
"7:12:28.0598014 PM","Explorer.EXE","4184","QueryBasicInformationFile","C:\Users\12220186\AppData\Local","SUCCESS","CreationTime: 3/9/2026 3:54:39 PM, LastAccessTime: 3/9/2026 7:09:24 PM, LastWriteTime: 3/9/2026 5:41:55 PM, ChangeTime: 3/9/2026 5:41:55 PM, FileAttributes: D"
"7:12:28.0598081 PM","svchost.exe","2772","UnlockFileSingle","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Offset: 120, Length: 1"
"7:12:28.0598089 PM","Explorer.EXE","4184","CloseFile","C:\Users\12220186\AppData\Local","SUCCESS",""
"7:12:28.0598153 PM","svchost.exe","2772","UnlockFileSingle","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Offset: 124, Length: 1"
"7:12:28.0598180 PM","Explorer.EXE","4184","IRP_MJ_CLOSE","C:\Users\12220186\AppData\Local","SUCCESS",""
"7:12:28.0598297 PM","svchost.exe","2772","LockFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Exclusive: True, Offset: 124, Length: 1, Fail Immediately: True"
"7:12:28.0598354 PM","svchost.exe","2772","UnlockFileSingle","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Offset: 124, Length: 1"
"7:12:28.0598403 PM","svchost.exe","2772","LockFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True"
"7:12:28.0598531 PM","svchost.exe","2772","UnlockFileSingle","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Offset: 124, Length: 1"
"7:12:28.0598815 PM","svchost.exe","2772","LockFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True"
"7:12:28.0598878 PM","svchost.exe","2772","LockFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Exclusive: True, Offset: 120, Length: 1, Fail Immediately: True"
"7:12:28.0599227 PM","svchost.exe","2772","WriteFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-wal","SUCCESS","Offset: 2,748,072, Length: 24"
"7:12:28.0599328 PM","svchost.exe","2772","WriteFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-wal","SUCCESS","Offset: 2,748,096, Length: 4,096"
"7:12:28.0599453 PM","svchost.exe","2772","WriteFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-wal","SUCCESS","Offset: 2,752,192, Length: 24"
"7:12:28.0599517 PM","svchost.exe","2772","WriteFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-wal","FAST IO DISALLOWED","Offset: 2,752,216, Length: 4,096"
"7:12:28.0599601 PM","svchost.exe","2772","WriteFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-wal","SUCCESS","Offset: 2,752,216, Length: 4,096, Priority: Normal"
"7:12:28.0599664 PM","Explorer.EXE","4184","CreateFile","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer","NAME COLLISION","Desired Access: Read Data/List Directory, Synchronize, Disposition: Create, Options: Directory, Synchronous IO Non-Alert, Open Reparse Point, Attributes: N, ShareMode: Read, Write, AllocationSize: 0"
"7:12:28.0600204 PM","svchost.exe","2772","WriteFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-wal","SUCCESS","Offset: 2,756,312, Length: 24"
"7:12:28.0600282 PM","svchost.exe","2772","WriteFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-wal","SUCCESS","Offset: 2,756,336, Length: 4,096"
"7:12:28.0600360 PM","svchost.exe","2772","WriteFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-wal","SUCCESS","Offset: 2,760,432, Length: 24"
"7:12:28.0600425 PM","svchost.exe","2772","WriteFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-wal","SUCCESS","Offset: 2,760,456, Length: 4,096"
"7:12:28.0600508 PM","svchost.exe","2772","WriteFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-wal","SUCCESS","Offset: 2,764,552, Length: 24"
"7:12:28.0600573 PM","svchost.exe","2772","WriteFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-wal","SUCCESS","Offset: 2,764,576, Length: 4,096"
"7:12:28.0600722 PM","svchost.exe","2772","UnlockFileSingle","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Offset: 120, Length: 1"
